manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡧᠠᡥᡡᡵᡠᠨ ᡝᡩᡠᠨ ᡧᡝᠣ ᡧᡝᠣ ᠰᡝᠮᡝ ᡩᠠᠮᠪᡳ,Sah@run edun Seo Seo seme dambi,阴风怒号。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᡝᡵᡳᠨ ᡳ ᠪᡳᠶᠠᠩᠰᡳᡴᡡ ᠠᡩᠠᠯᡳ ᠶᠠᠪᡠᠮᠪᡳ,Sah@run erin i biyangsik@ adali yabumbi,自同寒蝉。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᡤᠣᡳᠮᠪᡳ,Sah@run goimbi,冒风寒，着凉。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᡤᡠᠸᡝᠯᡴᡝ,Sah@run guwelke,戒寒。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᡥᠠᠯᡥᡡᠨ ᠪᡝ ᡩᡠᠯᡝᠮᠪᡠᠮᠪᡳ,Sah@run halh@n be dulembumbi,经过寒暑。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᡥᠠᠯᡥᡡᠨ ᡳᠰᡥᡠᠨᡩᡝ ᡧᠣᡵᡤᡳᠮᠪᡳ,Sah@run halh@n ishunde Sorgimbi,寒暑相推。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠨ ᡧᡝᡵᡳ,Sah@run Seri,冷泉。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᡩᡝ ᡩᠣᠰᠣᠪᡠᠮᠪᡳ,Sah@run de dosobumbi,耐寒。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠨ ᡳᠨᠵᡝᠮᠪᡳ,Sah@run injembi,冷笑。,6,549,549a
ᡧᠠᡥᡡᡵᡠᠩᡤᠠ,Sah@rungga,〔形〕冷的，寒冷的。,6,549,549b
ᡧᠠᡥᡡᡵᡠᠩᡤᠠ ᠵᠠᠰᡝ,Sah@rungga jase,〈地〉冷口，位于山海关以北。,6,549,549b
ᡧᠠᡥᡡᡵᡠᡴᠠᠨ,Sah@rukan,〔形〕略微冷的。,6,549,549b
ᡧᠠᡥᡡᡵᡠᡴᠠᠨ ᠰᡳᠮᠠᠴᡠᡴᠠ,Sah@rukan simacuka,冷清清。,6,549,549b
ᡧᠠᡦᡳᠩᡤᠠ ᠠᠯᡳᠨ,Sapingga alin,〈地〉白平山，在盛京边外。,6,550,550a
ᡧᠠᡧᠠᠨ,SaSan,〔名〕豆泥酸菜汤。,6,550,550a
ᡧᠠᡧᠠᠨᠵᠠᠮᠪᡳ,SaSanjambi,〔不及〕纷繁，繁乱。,6,550,550b
ᡧᠠᡧᠠᠨᠵᠠᠮᡝ ᡴᠠᡵᠴᠠᠨᡩᡠᠮᠪᡳ,SaSanjame karcandumbi,纷争。,6,550,550b
ᡧᠠᡧᠠᠪᡠᠮᠪᡳ,SaSabumbi,〔及〕① SaSambi 的使动态。②（事）繁乱混杂、混淆不清，纷繁，繁剧。,6,550,550b
ᡧᠠᡧᠠᠪᡠᠮᡝ ᡧᠠᡩᠠᠪᡠᠮᠪᡳ,SaSabume Sadabumbi,丛脞。,6,550,550b
ᡧᠠᡧᠠᠪᡠᠮᡝ ᡶᠠᡵᡶᠠᠪᡠᠮᠪᡳ,SaSabume farfabumbi,纷扰： g@nin seolen SaSabume farfabumbi 思虑纷扰。,6,550,550b
ᡧᠠᡧᠠᠪᡠᠮᡝ ᡶᠠᡵᡶᠠᠪᡠᠮᡝ ᠰᡳᠪᡠᠮᡝ ᡩᠠᠯᡳᠪᡠᠮᠪᡳ,SaSabume farfabume sibume dalibumbi,纷乱窒塞。,6,550,550b
ᡧᠠᡧᠠᠪᡠᡥᠠ ᠪᠠᡳᡨᠠ ᠪᡝ ᡳᠴᡳᡥᡳᠶᠠᠮᡝ ᡩᠠᠰᠠᠮᠪᡳ,SaSabuha baita be icihiyame dasambi,理烦治剧，治理繁杂事务。,6,550,550b
ᡧᠠᡧᠠᠪᡠᡥᠠ ᠪᡝ ᡳᠴᡳᡥᡳᠶᠠᠮᡝ ᠯᠠᡵᡤᡳᠨ ᠪᡝ ᡩᠠᠰᠠᠮᠪᡳ,SaSabuha be icihiyame largin be dasambi,处繁治剧。,6,550,550b
ᡧᠠᡧᠠᠪᡠᡥᠠ ᠯᠠᡵᡤᡳᠨ,SaSabuha largin,盘错，繁乱。,6,550,550b
ᡧᠠᡧᠠᠪᡠᡥᠠ ᡶᠠᠴᡠᡥᡡᠨ ᡶᠠᡵᡥᡡᠨ ᠪᡠᡨᡠ,SaSabuha facuh@n farh@n butu,杂乱晦冥。,6,550,550b
ᡧᠠᡧᠠᠮᠪᡳ,SaSambi,〔及〕塞满，推满；纷繁，繁剧，繁乱；搅混，混淆不清。,6,550,550b
ᡧᠠᡧᠠᠮᡝ ᡴᡡᡨᡥᡡᠮᠪᡳ,SaSame k@th@mbi,纷纷，纷乱。,6,550,550b
ᡧᠠᡧᠠᠮᡝ ᡶᠠᡵᡶᠠᠪᡠᠮᠪᡳ,SaSame farfabumbi,混乱。,6,550,550b
ᡧᠠᡧᡠᠨ,SaSun,〔名〕①肉酱，一种肉食品。②碎末，碎块，碎片。③（引火用的）碎木片。,6,550,550b
ᡧᠠᡧᡠᠨ ᠠᡴᡡ,SaSun ak@,①稀烂，破乱不堪的，破烂得无法使用。②不成体统的，不懂规矩的，不通情理的。,6,550,550c
ᡧᠠᡧᡠᠨ ᠠᡴᡡ ᠣᡥᠣ,SaSun ak@ oho,四分五裂，破烂不堪。,6,550,550c
ᡧᠠᡧᡠᠨ ᠠᡴᡡ ᠮᡝᡳᠵᡝᠪᡠᠮᠪᡳ,SaSun ak@ meijebumbi,稀烂破碎，破烂不堪。,6,550,550c
ᡧᠠᡧᡠᠨᠵᠠᠮᠪᡳ,SaSunjambi,〔及〕戮，杀戮： giran be SaSunjambi 戮尸。,6,550,550c
ᡧᠠᡨᠠᠨ,Satan,〔名〕白糖： juhe Satan 冰糖。,6,550,550c
ᡧᠠᡨᠠᠨ ᠠᠶᠠᠨ ᠴᠠᠯᡠ,Satan ayan calu,糖蜡仓。,6,550,550c
ᡧᠠᡨᠠᠨ ᡠᡶᠠ ᠴᠠᡳ,Satan ufa cai,茶汤。,6,550,550c
ᡧᠠᡨᡠᠮᠪᡳ,Satumbi,〔及〕①打磨，磨光，擦亮，打光。②煤炸，凡金银器等，煮酸梅水后，涂层灶药再以铜片托着烤火，使其有光泽。,6,550,550c
ᡧᠠᡨᡠᡵᠨᠠᠮᠪᡳ,Saturnambi,〔不及〕（雪面）冻结，（雪面）结薄冰。,6,550,550c
ᡧᠠᡨᡠᡵᡝ ᠣᡴᡨᠣ,Sature okto,灶药。,6,550,550c
ᡧᠠᡩᠠ ᡳᠯᡥᠠ,Sada ilha,〈植〉阇提花。,6,550,550c
ᡧᠠᡩᠠᠮᠪᡳ,Sadambi,〔不及〕疲劳，疲乏，疲倦，劳累，困顿。,6,551,551a
ᡧᠠᡩᠠᠮᡝ ᠴᡠᡴᡠᠮᠪᡳ,Sadame cukumbi,乏困，疲惫，疲倦。,6,551,551a
ᡧᠠᡩᠠᠮᡝ ᠶᠠᡩᠠᠮᠪᡳ,Sadame yadambi,疲倦，困乏。,6,551,551a
ᡧᠠᡩᠠᠯᡳ ᠴᡝᠴᡳᡴᡝ,Sadali cecike,〈动〉白眉，飞禽名。,6,551,551a
ᡧᠠᡩᠠᠰᡥᡡᠨ,Sadash@n,〔形〕乏卷的，疲乏的，疲劳的： niyalma absi Sadash@n 好生困人。,6,550,550c
ᡧᠠᡩᠠᠰᡥᡡᠨ ᠯᡠᠰᡥᡠᠨ ᡩᡝ ᡥᠠᠮᡳᡵᠠᡴᡡ,Sadash@n lushun de hamirak@,困惫不堪。,6,551,551a
ᡧᠠᡩᠠᠴᡠᡴᠠ,Sadacuka,〔形〕①劳神费力的。②好烦琐的，令人腻烦的，好琐屑的。,6,551,551a
ᡧᠠᡩᡠ ᡶᠣᡵᠣ,Sadu foro,〈植〉莎草。,6,551,551a
ᡧᠠᡩᡠᡥᡡ,Saduh@,〔名〕〈动〉夫诸，此兽似白鹿而有四角，其性喜水。,6,551,551a
ᡧᠠᡴ ᠰᡝᠮᡝ,Sak seme,丛树参天的，蓊郁的，高丛茂密的。,6,547,547c
ᡧᠠᡴ ᠰᡳᡴ,Sak sik,①甲叶响声。②马强壮貌。,6,547,547c
ᡧᠠᡴᠠ,Saka,〔名〕①叉，钢叉。②字撇。,6,547,547c
ᡧᠠᡴᠠ ᠪᡝᠯᡥᡝᡵᡝ ᠪᠠ,Saka belhere ba,〈衙〉备叉处，造备御舟篙橹钢叉等物之处，隶总管内务府。,6,547,547c
ᡧᠠᡴᠠᠨᠠᠮᠪᡳ,Sakanambi,〔不及〕冰冻裂。,6,547,547c
ᡧᠠᡴᠠᠯᠠᠪᡠᠮᠪᡳ,Sakalabumbi,〔及、不及〕① Sakalambi 的使动、被动态。②让人有机可乘： balai holo de Sakalaburak@ 不为伪妄所乘。,6,548,548a
ᡧᠠᡴᠠᠯᠠᠮᠪᡳ,Sakalambi,"〔及〕①用叉，（用叉子）叉。②截击，截断，插入，插进，横插： batai cooha be hetu Sakalame dosimbi 横冲敌师； terei dulimba be Sakalame dosika de, eteci ombi 截断其中，可获胜也。③（从旁插嘴截断他人话的）插嘴。",6,548,548a
ᡧᠠᡴᠠᠯᠠᠮᡝ ᠪᡳᡵᡝᠮᠪᡳ,Sakalame birembi,横冲。,6,548,548a
ᡧᠠᡴᠠᠯᠠᠮᡝ ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,Sakalame gisurembi,从旁插嘴。,6,548,548a
ᡧᠠᡴᠠᡧᠠᠮᠪᡳ,SakaSambi,〔不及〕①诘，诘问，盘诘，穷诘。②杂乱交集，侵： aisi jobolon ishunde SakaSambi 利害相攻； dorgi de sasa SakaSambi 交攻于内。,6,547,547c
ᡧᠠᡴᠠᡧᠠᠮᡝ ᠪᡳᡨᡥᡝ ᠸᡝᠰᡳᠮᠪᡠᠮᠪᡳ,SakaSame bithe wesimbumbi,交章，递奏指问的文书。,6,548,548a
ᡧᠠᡴᠠᡧᠠᠮᡝ ᠵᡠᡵᠴᡝᠨᡠᠮᠪᡳ,SakaSame jurcenumbi,交错，辐辏。,6,548,548a
ᡧᠠᡴᠠᡧᠠᠮᡝ ᠸᠠᡴᠠᠯᠠᡵᠠ ᠪᡳᡨᡥᡝ ᠸᡝᠰᡳᠮᠪᡠᠮᠪᡳ,SakaSame wakalara bithe wesimbumbi,弹章交至，具奏弹劾文书。,6,548,548a
ᡧᠠᡴᠠᡵᡳ,Sakari,〔名〕果叉子。,6,548,548a
ᡧᠠᡴᠰᡳᡥᠠ,Saksiha,= Sasiha,6,548,548a
ᡧᠠᡴᠰᡳᡥᠠᠯᠠᠮᠪᡳ,Saksihalambi,= Sasihalambi,6,548,548a
ᡧᠠᡴᡧᠠᠨ,SakSan,〔形〕狡猾的，狡诈的，刁诈的，狡黠的。,6,548,548b
ᡧᠠᡴᡧᠠᠮᠪᡳ,SakSambi,"〔不及〕迂回曲折： alin i usin haksan hafirah@n bade hiyahanjame bisire dade, mukei usin Surdeme SakSambi 山田错落崎岖，水田迂回曲折。",6,548,548b
ᡧᠠᡴᡧᠠᠯᠵᠠᠮᠪᡳ,SakSaljambi,〔不及〕龀牙咧嘴。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ,SakSaha,〔名〕面颊，内腮。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᠮᠠᡴᡨᠠᠮᠪᡳ,SakSaha maktambi,甩脸。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᠮᡝᠶᡝᠨ,SakSaha meyen,翼队，又作 SakSaha cooha。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᠰᡝᠯᡝ,SakSaha sele,腮花，指牲口辔头上的两岔腮花饰件。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᠸᡝᡳᡥᡝ ᡳᠰᡥᡠᠨᡩᡝ ᠨᡳᡴᡝᠨᡩᡠᠮᠪᡳ,SakSaha weihe ishunde nikendumbi,辅车相依。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᡤᡳᡵᠠᠩᡤᡳ︕,SakSaha giranggi!,腮骨。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠ ᡩᡠᡴᠰᡝᡶᡳ ᡳᠵᠠᡵᡧᠠᠮᡝ ᡳᠨᠵᡝᡥᡝ,SakSaha duksefi ijarSame injehe,頳颊微笑。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠᠯᠠᠮᠪᡳ,SakSahalambi,〔及〕①截杀，截击，截断。②沿着侧面。③拍打，拍击。,6,548,548b
ᡧᠠᡴᡧᠠᡥᠠᠯᠠᠮᡝ ᡩᠣᠰᡳᠮᠪᡳ,SakSahalame dosimbi,从旁截击。,6,548,548b
ᡧᠠᡴᡧᠠᡥᡡᠨ,SakSah@n,〔形〕①龀牙咧嘴的。②参差不齐的。,6,548,548b
ᡧᠠᡴᡧᠠᡵᠠᠮᠪᡳ,SakSarambi,〔不及〕龇牙咧嘴。,6,548,548c
ᡧᠠᡴᡧᠠᡵᠵᠠᠮᠪᡳ,SakSarjambi,〔不及〕龇牙咧嘴。,6,548,548c
ᡧᠠᡴᡧᠠᡵᡳ,SakSari,〔形〕龇牙咧嘴。,6,548,548c
ᡧᠠᡴᡨᠠᠯᠠᠮᠪᡳ,Saktalambi,〔及〕刵，削耳，古五刑之一。,6,548,548c
ᡧᠠᡵ ᠪᡠᠯᠠᡴ ᡴᠠᡵᡠᠨ,Sar bulak karun,〈地〉沙喇布拉克卡伦，春添冬撤，在惠宁城西北一百一十里，东北至塔勒奇七十里，隶惠宁城领队大臣。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ,Sar seme,恻然，恻隐，怜悯，怜惜，慈悲，慈爱，心疼： enduringge ejen Sar seme jilambi 仰蒙圣慈；yargiyan i Sar seme jilacuka 实堪怜恻。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ ᠵᡳᠯᠠᠮᠪᡳ,Sar seme jilambi,慈悲。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ ᡤᠣᠰᡳᠮᠪᡳ,Sar seme gosimbi,恻然轸念。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ ᡤᠣᠰᡳᠮᡝ ᠵᡳᠯᠠᠮᠪᡳ,Sar seme gosime jilambi,慈祥恺悌。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ ᡤᠣᠰᡳᡵᡝ ᠮᡠᠵᡳᠯᡝᠨ,Sar seme gosire mujilen,恻隐之心。,6,552,552b
ᡧᠠᡵ ᠰᡝᠮᡝ ᡤᡡᠨᡳᠨ ᠪᡝ ᠪᠠᡳᡨᠠᠯᠠᠮᠪᡳ,Sar seme g@nin be baitalambi,惓惓致意。,6,552,552b
ᡧᠠᡵ ᠰᡝᡵᡝ ᠮᡠᠵᡳᠯᡝᠨ,Sar sere mujilen,恻隐之心。,6,552,552b
ᡧᠠᡵᠠ,Sara,〔副〕很，极，甚。,6,552,552b
ᡧᠠᡵᠠ ᠨᡳᠮᡝᠮᠪᡳ,Sara nimembi,疼极，很疼。,6,552,552b
ᡧᠠᡵᠠ ᠪᡠᠯᠠᡴ ᡴᠠᡵᡠᠨ,Sara bulak karun,〈地〉①沙拉布拉克卡伦，西南至察罕托海九十里，隶塔尔巴哈台参赞大臣。②= Sar bulak karun。,6,552,552b
ᡧᠠᡵᠠ ᠪᡠᠯᡠᡴ ᡴᠠᡵᡠᠨ,Sara buluk karun,〈地〉沙喇布鲁克卡伦，春添冬撤，西南至察奇尔图尼盖八十里，隶察尔营领队大臣。,6,552,552b
ᡧᠠᡵᠠ ᠶᠠᠰ ᡴᠠᡵᡠᠨ,Sara yas karun,〈地〉沙喇雅斯卡伦，夏添冬撤，东南至特克斯色沁七十里，隶厄鲁特营领队大臣。,6,552,552c
ᡧᠠᡵᠠ ᡨᠣᠯᠣᡥᠠᡳ ᡴᠠᡵᡠᠨ,Sara tolohai karun,〈地〉沙喇托罗海卡伦，秋添冬撤，西南至额哩音莫多一百里，隶锡伯营领队大臣。,6,552,552c
ᡧᠠᡵᠠ ᡶᠠᠨᠴᠠᡥᠠ,Sara fancaha,气极了。,6,552,552b
ᡧᠠᡵᠠᠮᠪᡳ,Sarambi,〔不及〕发白，变白，变白色： se de ofi salu Sarambi 高年须白。,6,552,552c
ᡧᠠᡵᠠᠮᡝ ᡩᡝᡵᡳᠪᡠᡥᡝ,Sarame deribuhe,垂白。,6,552,552c
ᡧᠠᡵᠠᡦᡳ,Sarapi,〔形〕 鹤发的，发白的。,6,552,552c
ᡧᠠᡵᠮᠠᠨᡳ,Sarmani,〔名〕沙弥。,6,553,553b
ᡧᠠᡵᠮᠠᠨᡳ ᠵᡠᠸᠠᠨ ᡨᠠᡵᡤᠠᠴᡠᠨ ᡳ ᠨᠣᠮᡠᠨ,Sarmani juwan targacun i nomun,〈书〉沙弥十戒经。,6,553,553b
ᡧᠠᡵᡠ,Saru,〔名〕生干肉片。,6,553,553b
ᡧᠠᡵᡠᡴ,Saruk,〔名〕〈动〉舍罗，佛经内谓 k@bulin ilenggu cecike 为舍罗。,6,553,553b
ᡧᠠᡵᡥᡡᠮᠪᡳ,Sarh@mbi,〔不及〕带日下雪。,6,553,553b
ᡧᠠᡵᡨᠠᠨ,Sartan,〔名〕杉篙，桅杆。,6,553,553b
ᡧᠠᡵᡳ,Sari,〔名〕〈植〉苦苣菜，又作苦菜。〔形〕有光亮的，白净的。,6,552,552c
ᡧᠠᡵᡳ ᠰᡝᠯᡝ,Sari sele,熟铁。,6,552,552c
ᡧᠠᡵᡳ ᠰᡳᡵᡳ,Sari siri,①（花开的）华灼。②风吹草木声。,6,552,552c
ᡧᠠᡵᡳ ᠵᡝᠯᠮᡳᠨ ᡳ ᡤᠣᠰᡳᡥᠣᠨ,Sari jelmin i gosihon,茶蓼之苦。,6,552,552c
ᡧᠠᡵᡳ ᡤᠠᡵᡳ,Sari gari,雪亮。,6,552,552c
ᡧᠠᡵᡳ ᡧᠠᡵᡳ,Sari Sari,央央，鲜明之貌。,6,552,552c
ᡧᠠᡵᡳᠨ,Sarin,〔名〕舍利，舍利子。,6,552,552c
ᡧᠠᡵᡳᠨᠵᠠᠮᠪᡳ,Sarinjambi,〔不及〕①翻白眼看，眼睛频频翻白。②泛白色。,6,552,552c
ᡧᠠᡵᡳᠨ ᡳ ᠪᠣᠣᠪᠠᡳ ᠰᡳᡨᡥᡝᠨ ᠰᡝᡵᡝ ᡤᡝᠪᡠᠩᡤᡝ ᠨᠣᠮᡠᠨ,Sarin i boobai sithen sere gebungge nomun,〈书〉舍利宝箧印经。,6,552,552c
ᡧᠠᡵᡳᠩᡤᠠ,Saringga,〔形〕泛白色的，银白的。,6,553,553a
ᡧᠠᡵᡳᠩᡤᠠ ᡩᠠᠪᡨᠠᠩᡤᠠ ᠯᠣᡥᠣ,Saringga dabtangga loho,银练刀，因其铁白，故名。,6,553,553a
ᡧᠠᡵᡳᠩᡤᡳᠶᠠᠪᡠᠮᠪᡳ,Saringgiyabumbi,〔及、不及〕伸雪，昭雪，澄清，洗冤。,6,553,553a
ᡧᠠᡵᡳᠩᡤᡳᠶᠠᠮᠪᡳ,Saringgiyambi,〔及〕①昭雪，伸雪，洗冤，澄清： ere yertecun be Saringgiyambi 一涤此垢； nenehe niyalma i girucun be Saringgiyambi 为前人雪耻。②恢复（原来面貌），将箭杆等复刮变白如新，打磨见新。,6,553,553a
ᡧᠠᡵᡳᠩᡤᡳᠶᠠᠮᡝ ᠸᡝᠨᡳᠶᡝᠪᡠᠮᡝ ᠰᡳᠯᡳᠨ ᡩᠠᠴᡠᠨ ᠣᠪᡠᠮᠪᡳ,Saringgiyame weniyebume silin dacun obumbi,锻炼精纯。,6,553,553a
ᡧᠠᡵᡳᠩᡤᡳᠶᠠᠮᡝ ᡳᠯᡝᡨᡠᠯᡝᠮᠪᡳ,Saringgiyame iletulembi,昭雪。,6,553,553a
ᡧᠠᡵᡳᠩᡤᡳᠶᠠᡵᠠ ᠪᡝ ᡤᠣᠰᡳᡥᠣᠯᠣᠮᡝ ᠪᠠᡳᡵᡝ ᠵᠠᠯᡳᠨ,Saringgiyara be gosiholome baire jalin,为号雪事。,6,553,553a
ᡧᠠᡵᡳᠪᠠᡨᠮᡝ ᠰᡝᡵᡝ ᠨᠣᠮᡠᠨ,Saribatme sere nomun,〈书〉舍黎（利）娑担摩经。,6,553,553a
ᡧᠠᡵᡳᠪᡠᠮᠪᡳ,Saribumbi,〔及〕炼，熔炼，锻炼，锤炼。,6,553,553a
ᡧᠠᡵᡳᠮᠪᡳ,Sarimbi,〔及〕炼，冶炼，熔炼。,6,553,553b
ᡧᠠᡵᡳᠯᡨᡠ,Sariltu,〔名〕〈动〉舍利，异兽。,6,553,553b
ᡧᠠᡵᡳᡧᠠᠮᠪᡳ,SariSambi,〔不及〕①鱼翻白。②泛白色。③闪闪发白，银光闪烁。,6,553,553a
ᡧᠣ ᠨᡳᠶᡝᠴᡝᠨ,So niyecen,裤裆的三角补钉。,6,556,556c
ᡧᠣᠣ ᡤᡠᠩ ᠨᡳ ᠵᡠᠯᡝᡵᡤᡳ ᡶᡳᠶᡝᠯᡝᠨ,Soo gung ni julergi fiyelen,召南，见《诗经》。,6,556,556c
ᡧᠣᠣ ᡤᡠᠩ ᡩᡝ ᡠᠯᡥᡳᠪᡠᡥᡝ ᡶᡳᠶᡝᠯᡝᠨ,Soo gung de ulhibuhe fiyelen,召诰，见《书经》。,6,556,556c
ᡧᠣᠣᠪᠣᠣ,Sooboo,〔名〕〈宫〉少保，从一品衔。,6,556,556c
ᡧᠣᠣᡤᡝ,Sooge,〔名〕（飞禽边翅的）硬翎。,6,556,556c
ᡧᠣᠣᡧᡳ,SooSi,〔名〕〈宫〉少师，从一品衔。,6,556,556c
ᡧᠣᠣᡶᡠ,Soofu,〔名〕〈宫〉少傅，从一品衔。,6,556,556c
ᡧᠣᠨ ᠪᡳᡵᠠ ᠠᠩᡤᠠ ᡴᠠᡵᡠᠨ,Son bira angga karun,〈地〉逊河口卡伦，又作孙河口，源出西兴安岭，在黑龙江城南一百八十里，隶黑龙江副都统。,6,556,556c
ᡧᠣᠩᡤᡝ ᠸᠠᠩᡤᠠ ᡳᠨᡝᠩᡤᡳ,Songge wangga inenggi,朔望，指朔日和望日。,6,557,557a
ᡧᠣᠩᡤᡝ ᡳᠨᡝᠩᡤᡳ,Songge inenggi,朔日，农历每月初一。,6,557,557a
ᡧᠣᠩᡤᡝ ᡳᠨᡝᠩᡤᡳ ᡩᡝ ᠠᠯᠠᠮᡝ ᠸᡝᠴᡝᠮᠪᡳ,Songge inenggi de alame wecembi,告朔，朔日告祭。,6,557,557a
ᡧᠣᠩᡴᠣᠨ,Songkon,〔名〕〈动〉海青，又作海东青。,6,556,556c
ᡧᠣᠩᡴᠣᠨ ᡤᠠᠰᡥᠠ,Songkon gasha,〈动〉海青鸟，Songkoro （海东青）之别名。,6,557,557a
ᡧᠣᠩᡴᠣᠨ ᡳᠵᠠ,Songkon ija,〈动〉蝇虎儿（虫）。,6,557,557a
ᡧᠣᠩᡴᠣᡵᠣ,Songkoro,〔名〕〈动〉海东青。,6,557,557a
ᡧᠣᠪᠣᡨᡠ ᡴᠠᡵᡠᠨ,Sobotu karun,〈地〉硕博图卡伦，春添冬撤，东南至干珠罕六十里，隶察哈尔营领队大臣。,6,557,557b
ᡧᠣᠪᡳᠨ,Sobin,〔名〕烧饼。,6,557,557b
ᡧᠣᠪᡳᠨ ᠨᡳᡵᡠᡶᡳ ᡠᡵᡠᡴᡝ ᡩᡝ ᡩᠣᠰᠣᠪᡠᠮᠪᡳ,Sobin nirufi uruke de dosobumbi,画饼充饥。,6,557,557b
ᡧᠣᠪᡴᠣᡧᠣᠮᠪᡳ,SobkoSombi,〔不及〕①（不用筷子等）抓着吃。②下贱，不堪龌龊，即恶骂之语。,6,557,557b
ᡧᠣᠪᡴᠣᡧᠣᠮᡝ ᡩᡝᡵᠠᡴᡡ,SobkoSome derak@,下贱，不堪龌龊。,6,557,557b
ᡧᠣᠮᠪᡳ,Sombi,〔及〕刮，削，铲，挖： ben i tuku de Sofi niyecehengge acahak@bi 本面粘补不合； ben i dorgi manju bithe de Some niyecefi nonggime arahak@bi 本内满字刮补未填写。,6,558,558c
ᡧᠣᠯᠠᡵ ᠠᠯᡳᠨ,Solar alin,〈地〉搠拉尔山，索伦名，又作搠拉里，在黑龙江一带。,6,558,558b
ᡧᠣᠯᠣ,Solo,〔形〕①空，闲，余暇，闲暇，空闲，空暇。②假，假期。〔及〕Solombi 的命令式。,6,558,558b
ᡧᠣᠯᠣ ᠠᡴᡡ,Solo ak@,无暇，遑遑。,6,558,558b
ᡧᠣᠯᠣ ᠪᠠᡳᡶᡳ ᠨᡳᠶᠠᠮᠠᠨ ᠪᡝ ᡨᡠᠸᠠᠨᠠᠮᠪᡳ,Solo baifi niyaman be tuwanambi,请假省亲。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᠨᡝᡴᡠᠯᡝᠮᠪᡳ,Solo be nekulembi,乘闲。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᠪᠠᡳᡵᡝ ᠵᠠᠯᡳᠨ,Solo be baire jalin,为请假事。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᡨᡠᠸᠠᠮᡝ,Solo be tuwame,乘间，乘隙，趁便。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᡨᡠᠸᠠᠮᡝ ᠠᡵᡤᠠ ᠪᡝ ᠪᠠᡳᡨᠠᠯᠠᠮᠪᡳ,Solo be tuwame arga be baitalambi,乘间设计。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᡨᡠᠸᠠᠮᡝ ᠵᠠᡴᠠ ᠪᡝ ᠪᠠᡳᠮᠪᡳ,Solo be tuwame jaka be baimbi,乘间伺隙。,6,558,558b
ᡧᠣᠯᠣ ᠪᡝ ᡨᡠᠸᠠᠮᡝ ᡶᡠᠯᡠ ᡨᡠᠴᡳᡴᡝ ᡩᠠᠪᠰᡠᠨ ᠪᡝ ᡥᠠᡶᡳᡵᠠᠮᡝ ᡤᠠᠮᠠᠮᠪᡳ,Solo be tuwame fulu tucike dabsun be hafirame gamambi,乘间夹带余盐。,6,558,558b
ᡧᠣᠯᠣ ᠵᠠᠪᡩᡠᡵᠠᡴᡡ ᠰᡝᠮᡝ ᠮᠠᡵᠠᡥᠠ,Solo jabdurak@ seme maraha,辞以不暇。,6,558,558c
ᡧᠣᠯᠣ ᠵᠠᠯᡤᡳᠶᠠᠨᠵᠠᠮᠪᡳ,Solo jalgiyanjambi,偷闲。,6,558,558c
ᡧᠣᠯᠣ ᡧᠠᠩᠨᠠᡵᠠ ᠪᡝ ᠪᠠᡳᡵᡝ ᠵᠠᠯᡳᠨ,Solo Sangnara be baire jalin,为赏假事。,6,558,558c
ᡧᠣᠯᠣ ᡨᡠᠴᡳᠪᡠᡵᠠᡴᡡ,Solo tuciburak@,不留闲空。,6,558,558c
ᡧᠣᠯᠣ ᡨᡠᠴᡳᠪᡠᡶᡳ ᠵᡳᡵᡤᠠᠮᠪᡳ,Solo tucibufi jirgambi,暇逸。,6,558,558c
ᡧᠣᠯᠣ ᡨᡠᠴᡳᡴᡝ ᡳᠨᡝᠩᡤᡳ,Solo tucike inenggi,暇日。,6,558,558c
